Sender,Receiver,Direction,Document ID,Document Descriptions,Document Status,Document Type,Task,Booking ID,Status,Start Time,Carrier,Senders,Documents,Loads
Simply Good Foods Australia Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6797821,PO,,PO,Task 3,MDB-24-4P3Y-1YM0,Completed,7/03/2024 8:00,CTI Logistics,Simply Good Foods Australia Pty Ltd,PO6797821,Inbound Pallets (Lifts): 7
Simply Good Foods Australia Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,143_PO6797821,ASN,,ASN,Task 4,MDB-24-4P3Y-1YM0,Completed,7/03/2024 8:00,CTI Logistics,Simply Good Foods Australia Pty Ltd,143_PO6797821,ASN: 1
Melrose Laboratories Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6823100,PO,,PO,Task 1,MDB-24-4G15-2SX3,Completed,7/03/2024 8:30,Skippers Transport,Melrose Laboratories Pty Ltd,PO6823100,Inbound Pallets (Lifts): 1
Melrose Laboratories Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,401_PO6823100,ASN,,ASN,Task 2,MDB-24-4G15-2SX3,Completed,7/03/2024 8:30,Skippers Transport,Melrose Laboratories Pty Ltd,401_PO6823100,ASN: 1
CENTRAL HEALTHCARE SERVICES PTY LTD,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6333763,PO,,,Task 3,MDB-24-4G15-2SX3,Completed,7/03/2024 8:30,Skippers Transport,CENTRAL HEALTHCARE SERVICES PTY LTD,PO6333763,Inbound Pallets (Lifts): 4
Arrow Pharmaceuticals Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6570890,PO,,,Task 4,MDB-24-4G15-2SX3,Completed,7/03/2024 8:30,Skippers Transport,Arrow Pharmaceuticals Pty Ltd,PO6570890,Inbound Pallets (Lifts): 1
The Hygiene Co Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6864479,PO,,PO,Task 1,MDB-24-RJQ9-JD5Q,Completed,7/03/2024 9:00,Northline,The Hygiene Co Pty Ltd,PO6864479,Inbound Pallets (Lifts): 1
The Hygiene Co Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,35_PO6864479,ASN,,ASN,Task 2,MDB-24-RJQ9-JD5Q,Completed,7/03/2024 9:00,Northline,The Hygiene Co Pty Ltd,35_PO6864479,ASN: 1
BGPO Suppliers Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6824003,PO,,PO,Task 1,MDB-24-96J8-VPX4,Completed,7/03/2024 9:00,Direct freight Express,BGPO Suppliers Pty Ltd,PO6824003,Inbound Pallets (Lifts): 2
BGPO Suppliers Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,280_PO6824003,ASN,,ASN,Task 2,MDB-24-96J8-VPX4,Completed,7/03/2024 9:00,Direct freight Express,BGPO Suppliers Pty Ltd,280_PO6824003,ASN: 1
Unlabeled Australia,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6832784,PO,,PO,Task 3,MDB-24-96J8-VPX4,Completed,7/03/2024 9:00,Direct freight Express,Unlabeled Australia,PO6832784,Inbound Pallets (Lifts): 1
M & U Imports Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,181_PO6839668,ASN,,ASN,Task 4,MDB-24-96J8-VPX4,Completed,7/03/2024 9:00,Direct freight Express,M & U Imports Pty Ltd,181_PO6839668,ASN: 1
Unlabeled Australia,Chemist Warehouse - WA1 - South Guildford,Inbound,138_PO6832784,ASN,,ASN,Task 5,MDB-24-96J8-VPX4,Completed,7/03/2024 9:00,Direct freight Express,Unlabeled Australia,138_PO6832784,ASN: 1
M & U Imports Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6839668,PO,,PO,Task 6,MDB-24-96J8-VPX4,Completed,7/03/2024 9:00,Direct freight Express,M & U Imports Pty Ltd,PO6839668,Inbound Cartons (Lifts): 11
Simply Good Foods Australia Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6872384,PO,,PO,Task 1,MDB-24-BYXJ-L7G9,Completed,7/03/2024 9:40,Startrack Express Perth,Simply Good Foods Australia Pty Ltd,PO6872384,Inbound Cartons (Lifts): 2
Simply Good Foods Australia Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,149_PO6872384,ASN,,ASN,Task 2,MDB-24-BYXJ-L7G9,Completed,7/03/2024 9:40,Startrack Express Perth,Simply Good Foods Australia Pty Ltd,149_PO6872384,ASN: 1
Nice Pak Products Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6820477,PO,,PO,Task 1,MDB-24-2PD5-J1QD,Completed,7/03/2024 10:00,Straightload Transport ,Nice Pak Products Pty Ltd,PO6820477,Inbound Pallets (Lifts): 1
Revlon Australia Pty Limited,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6857322,PO,,PO,Task 1,MDB-24-4YJ4-GP9Z,Completed,7/03/2024 10:30,Startrack Express Perth,Revlon Australia Pty Limited,PO6857322,Inbound Cartons (Lifts): 7
Church & Dwight Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6271140,PO,,,Task 1,MDB-24-Q2S5-94L4,Completed,8/03/2024 7:00,SCT Logistics,Church & Dwight Pty Ltd,PO6271140,Inbound Pallets (Lifts): 4
RB Health Australia Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6705758,PO,,PO,Task 2,MDB-24-Q2S5-94L4,Completed,8/03/2024 7:00,SCT Logistics,RB Health Australia Pty Ltd,PO6705758,Inbound Pallets (Lifts): 1
RB Health Australia Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6854458,PO,,PO,Task 3,MDB-24-Q2S5-94L4,Completed,8/03/2024 7:00,SCT Logistics,RB Health Australia Pty Ltd,PO6854458,Inbound Pallets (Lifts): 1
RB Health Australia Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6856833,PO,,PO,Task 4,MDB-24-Q2S5-94L4,Completed,8/03/2024 7:00,SCT Logistics,RB Health Australia Pty Ltd,PO6856833,Inbound Pallets (Lifts): 1
RB Health Australia Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,8010278321_PO6856833,ASN,,ASN,Task 5,MDB-24-Q2S5-94L4,Completed,8/03/2024 7:00,SCT Logistics,RB Health Australia Pty Ltd,8010278321_PO6856833,ASN: 1
RB Health Australia Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6777082,PO,,PO,Task 6,MDB-24-Q2S5-94L4,Completed,8/03/2024 7:00,SCT Logistics,RB Health Australia Pty Ltd,PO6777082,Inbound Pallets (Lifts): 1
RB Hygiene Home Australia Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6841355,PO,,PO,Task 7,MDB-24-Q2S5-94L4,Completed,8/03/2024 7:00,SCT Logistics,RB Hygiene Home Australia Pty Ltd,PO6841355,Inbound Pallets (Lifts): 2
RB Hygiene Home Australia Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,8010263880_PO6841355,ASN,,ASN,Task 8,MDB-24-Q2S5-94L4,Completed,8/03/2024 7:00,SCT Logistics,RB Hygiene Home Australia Pty Ltd,8010263880_PO6841355,ASN: 1
RB Health Australia Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6777131,PO,,PO,Task 9,MDB-24-Q2S5-94L4,Completed,8/03/2024 7:00,SCT Logistics,RB Health Australia Pty Ltd,PO6777131,Inbound Pallets (Lifts): 1
Frostbland,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6854986,PO,,PO,Task 1,MDB-24-JVD4-Z0YQ,Completed,8/03/2024 7:30,TFMXPRESS WA,Frostbland,PO6854986,Inbound Pallets (Lifts): 1
Frostbland,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6814673,PO,,PO,Task 2,MDB-24-JVD4-Z0YQ,Completed,8/03/2024 7:30,TFMXPRESS WA,Frostbland,PO6814673,Inbound Pallets (Lifts): 1
Frostbland,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6841112,PO,,PO,Task 3,MDB-24-JVD4-Z0YQ,Completed,8/03/2024 7:30,TFMXPRESS WA,Frostbland,PO6841112,Inbound Pallets (Lifts): 1
Frostbland,Chemist Warehouse - WA1 - South Guildford,Inbound,54_PO6841112,ASN,,ASN,Task 4,MDB-24-JVD4-Z0YQ,Completed,8/03/2024 7:30,TFMXPRESS WA,Frostbland,54_PO6841112,ASN: 1
Frostbland,Chemist Warehouse - WA1 - South Guildford,Inbound,67_PO6814673,ASN,,ASN,Task 5,MDB-24-JVD4-Z0YQ,Completed,8/03/2024 7:30,TFMXPRESS WA,Frostbland,67_PO6814673,ASN: 1
Frostbland,Chemist Warehouse - WA1 - South Guildford,Inbound,72_PO6854986,ASN,,ASN,Task 6,MDB-24-JVD4-Z0YQ,Completed,8/03/2024 7:30,TFMXPRESS WA,Frostbland,72_PO6854986,ASN: 1
Frostbland,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6821015,PO,,PO,Task 1,MDB-24-899B-X36Z,Completed,8/03/2024 7:45,TFMXPRESS WA,Frostbland,PO6821015,Inbound Pallets (Lifts): 1
Frostbland,Chemist Warehouse - WA1 - South Guildford,Inbound,39_PO6821015,ASN,,ASN,Task 2,MDB-24-899B-X36Z,Completed,8/03/2024 7:45,TFMXPRESS WA,Frostbland,39_PO6821015,ASN: 1
B.Box for Kids,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6865033,PO,,PO,Task 1,MDB-24-R1D2-8444,Completed,8/03/2024 8:00,Border Express Perth ,B.Box for Kids,PO6865033,Inbound Pallets (Lifts): 13
B.Box for Kids,Chemist Warehouse - WA1 - South Guildford,Inbound,603_PO6865033,ASN,,ASN,Task 2,MDB-24-R1D2-8444,Completed,8/03/2024 8:00,Border Express Perth ,B.Box for Kids,603_PO6865033,ASN: 1
Naos Australia Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6845947,PO,,PO,Task 3,MDB-24-R1D2-8444,Completed,8/03/2024 8:00,Border Express Perth ,Naos Australia Pty Ltd,PO6845947,Inbound Pallets (Lifts): 1
Naos Australia Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,375_PO6845947,ASN,,ASN,Task 4,MDB-24-R1D2-8444,Completed,8/03/2024 8:00,Border Express Perth ,Naos Australia Pty Ltd,375_PO6845947,ASN: 1
Jack N Jill,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6839474,PO,,PO,Task 5,MDB-24-R1D2-8444,Completed,8/03/2024 8:00,Border Express Perth ,Jack N Jill,PO6839474,Inbound Pallets (Lifts): 1
Jack N Jill,Chemist Warehouse - WA1 - South Guildford,Inbound,325_PO6839474,ASN,,ASN,Task 6,MDB-24-R1D2-8444,Completed,8/03/2024 8:00,Border Express Perth ,Jack N Jill,325_PO6839474,ASN: 1
AFT Pharmaceuticals Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6857519,PO,,PO,Task 7,MDB-24-R1D2-8444,Completed,8/03/2024 8:00,Border Express Perth ,AFT Pharmaceuticals Pty Ltd,PO6857519,Inbound Cartons (Lifts): 2
Retail Information Sessions,Chemist Warehouse - WA1 - South Guildford,Inbound,Retail Information Sessions,,,,Task 8,MDB-24-R1D2-8444,Completed,8/03/2024 8:00,Border Express Perth ,Retail Information Sessions,Retail Information Sessions,Inbound Cartons (Lifts): 3
jshealth,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6824460,PO,,PO,Task 9,MDB-24-R1D2-8444,Completed,8/03/2024 8:00,Border Express Perth ,jshealth,PO6824460,Inbound Pallets (Lifts): 1
AFT Pharmaceuticals Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,149671_PO6857519,ASN,,ASN,Task 10,MDB-24-R1D2-8444,Completed,8/03/2024 8:00,Border Express Perth ,AFT Pharmaceuticals Pty Ltd,149671_PO6857519,ASN: 1
jshealth,Chemist Warehouse - WA1 - South Guildford,Inbound,ASN240228101754_PO6824460,ASN,,ASN,Task 11,MDB-24-R1D2-8444,Completed,8/03/2024 8:00,Border Express Perth ,jshealth,ASN240228101754_PO6824460,ASN: 1
Jack N Jill,Chemist Warehouse - WA1 - South Guildford,Inbound,330_PO6839474,ASN,,ASN,Task 12,MDB-24-R1D2-8444,Completed,8/03/2024 8:00,Border Express Perth ,Jack N Jill,330_PO6839474,ASN: 1
Roar Sugar Group Pty Ltd ,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6796994,PO,,PO,Task 1,MDB-24-4747-Z09Q,Completed,8/03/2024 8:15,TGE,Roar Sugar Group Pty Ltd ,PO6796994,Inbound Pallets (Lifts): 1
Roar Sugar Group Pty Ltd ,Chemist Warehouse - WA1 - South Guildford,Inbound,RSCWH96994_PO6796994,ASN,,ASN,Task 2,MDB-24-4747-Z09Q,Completed,8/03/2024 8:15,TGE,Roar Sugar Group Pty Ltd ,RSCWH96994_PO6796994,ASN: 1
Game On Product Group,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6814792,PO,,PO,Task 1,MDB-24-B12Q-4180,Completed,8/03/2024 8:30,Game on Product group PTY LTD,Game On Product Group,PO6814792,Inbound Pallets (Lifts): 1
Game On Product Group,Chemist Warehouse - WA1 - South Guildford,Inbound,26387_PO6814792,ASN,,ASN,Task 2,MDB-24-B12Q-4180,Completed,8/03/2024 8:30,Game on Product group PTY LTD,Game On Product Group,26387_PO6814792,ASN: 1
Barros Laboratories Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6878484,PO,,PO,Task 1,MDB-24-5S80-G769,Completed,8/03/2024 8:45,Cameron,Barros Laboratories Pty Ltd,PO6878484,Inbound Pallets (Lifts): 1
Barros Laboratories Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,2425_PO6878484,ASN,,ASN,Task 2,MDB-24-5S80-G769,Completed,8/03/2024 8:45,Cameron,Barros Laboratories Pty Ltd,2425_PO6878484,ASN: 1
Arkon Health,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6811494,PO,,PO,Task 3,MDB-24-5S80-G769,Completed,8/03/2024 8:45,Cameron,Arkon Health,PO6811494,Inbound Pallets (Lifts): 1
Arkon Health,Chemist Warehouse - WA1 - South Guildford,Inbound,97670511586_PO6811494,ASN,,ASN,Task 4,MDB-24-5S80-G769,Completed,8/03/2024 8:45,Cameron,Arkon Health,97670511586_PO6811494,ASN: 1
Felton Grimwade & Bosisto's Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6851348,PO,,PO,Task 5,MDB-24-5S80-G769,Completed,8/03/2024 8:45,Cameron,Felton Grimwade & Bosisto's Pty Ltd,PO6851348,Inbound Pallets (Lifts): 1
Felton Grimwade & Bosisto's Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,14743_PO6851348,ASN,,ASN,Task 6,MDB-24-5S80-G769,Completed,8/03/2024 8:45,Cameron,Felton Grimwade & Bosisto's Pty Ltd,14743_PO6851348,ASN: 1
Sandoz Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6508872,PO,,,Task 1,MDB-24-7831-DR2L,Completed,8/03/2024 9:15,TEAM GLOBAL EXPRESS,Sandoz Pty Ltd,PO6508872,Inbound Cartons (Lifts): 1
Sandoz Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6495200,PO,,,Task 2,MDB-24-7831-DR2L,Completed,8/03/2024 9:15,TEAM GLOBAL EXPRESS,Sandoz Pty Ltd,PO6495200,Inbound Cartons (Lifts): 5
Sandoz Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6846260,PO,,PO,Task 3,MDB-24-7831-DR2L,Completed,8/03/2024 9:15,TEAM GLOBAL EXPRESS,Sandoz Pty Ltd,PO6846260,Inbound Cartons (Lifts): 3
Care Pharmaceuticals,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6840133,PO,,PO,Task 1,MDB-24-Q4BD-9R93,Completed,8/03/2024 9:30,Mainfreight,Care Pharmaceuticals,PO6840133,Inbound Pallets (Lifts): 1
Care Pharmaceuticals,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6840177,PO,,PO,Task 2,MDB-24-Q4BD-9R93,Completed,8/03/2024 9:30,Mainfreight,Care Pharmaceuticals,PO6840177,Inbound Pallets (Lifts): 1
Care Pharmaceuticals,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6840175,PO,,PO,Task 3,MDB-24-Q4BD-9R93,Completed,8/03/2024 9:30,Mainfreight,Care Pharmaceuticals,PO6840175,Inbound Pallets (Lifts): 1
Care Pharmaceuticals,Chemist Warehouse - WA1 - South Guildford,Inbound,0080832972_PO6840175,ASN,,ASN,Task 4,MDB-24-Q4BD-9R93,Completed,8/03/2024 9:30,Mainfreight,Care Pharmaceuticals,0080832972_PO6840175,ASN: 1
Care Pharmaceuticals,Chemist Warehouse - WA1 - South Guildford,Inbound,0080832973_PO6840133,ASN,,ASN,Task 5,MDB-24-Q4BD-9R93,Completed,8/03/2024 9:30,Mainfreight,Care Pharmaceuticals,0080832973_PO6840133,ASN: 1
Care Pharmaceuticals,Chemist Warehouse - WA1 - South Guildford,Inbound,0080832971_PO6840177,ASN,,ASN,Task 6,MDB-24-Q4BD-9R93,Completed,8/03/2024 9:30,Mainfreight,Care Pharmaceuticals,0080832971_PO6840177,ASN: 1
Revlon Australia Pty Limited,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6776452,PO,,PO,Task 7,MDB-24-Q4BD-9R93,Completed,8/03/2024 9:30,Mainfreight,Revlon Australia Pty Limited,PO6776452,Inbound Pallets (Lifts): 3
Softmed Pty Limited,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6741599,PO,,PO,Task 8,MDB-24-Q4BD-9R93,Completed,8/03/2024 9:30,Mainfreight,Softmed Pty Limited,PO6741599,Inbound Pallets (Lifts): 4
Softmed Pty Limited,Chemist Warehouse - WA1 - South Guildford,Inbound,423_PO6741599,ASN,,ASN,Task 9,MDB-24-Q4BD-9R93,Completed,8/03/2024 9:30,Mainfreight,Softmed Pty Limited,423_PO6741599,ASN: 1
SC Johnson & Son Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6848016,PO,,PO,Task 10,MDB-24-Q4BD-9R93,Completed,8/03/2024 9:30,Mainfreight,SC Johnson & Son Pty Ltd,PO6848016,Inbound Pallets (Lifts): 1
SC Johnson & Son Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6872382,PO,,PO,Task 11,MDB-24-Q4BD-9R93,Completed,8/03/2024 9:30,Mainfreight,SC Johnson & Son Pty Ltd,PO6872382,Inbound Pallets (Lifts): 1
SC Johnson & Son Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,0100697106_PO6848016,ASN,,ASN,Task 12,MDB-24-Q4BD-9R93,Completed,8/03/2024 9:30,Mainfreight,SC Johnson & Son Pty Ltd,0100697106_PO6848016,ASN: 1
SC Johnson & Son Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,0100710650_PO6872382,ASN,,ASN,Task 13,MDB-24-Q4BD-9R93,Completed,8/03/2024 9:30,Mainfreight,SC Johnson & Son Pty Ltd,0100710650_PO6872382,ASN: 1
Luxasia Oceania Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6814887,PO,,PO,Task 1,MDB-24-DV1D-YQMS,Completed,8/03/2024 10:00,DHL SUPPLY CHAIN,Luxasia Oceania Pty Ltd,PO6814887,Inbound Pallets (Lifts): 3
Luxasia Oceania Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6814214,PO,,PO,Task 2,MDB-24-DV1D-YQMS,Completed,8/03/2024 10:00,DHL SUPPLY CHAIN,Luxasia Oceania Pty Ltd,PO6814214,Inbound Pallets (Lifts): 1
Chemist Warehouse - WA1 - South Guildford,Chemist Warehouse - WA1 - South Guildford,Inbound,TO,,,TO,Task 1,MDB-24-6M71-125Z,Completed,11/03/2024 5:30,Cameron,Chemist Warehouse - WA1 - South Guildford,TO,Inbound Cartons (Lifts): 55
Chemist Warehouse DC - SOM - Somerton,Chemist Warehouse - WA1 - South Guildford,Inbound,TO0038257,TO,,TO,Task 1,MDB-24-BPPP-D332,Completed,11/03/2024 5:30,Cameron,Chemist Warehouse DC - SOM - Somerton,TO0038257,Inbound Pallets (Lifts): 2
Chemist Warehouse DC - SOM - Somerton,Chemist Warehouse - WA1 - South Guildford,Inbound,TO0038271,TO,,TO,Task 2,MDB-24-BPPP-D332,Completed,11/03/2024 5:30,Cameron,Chemist Warehouse DC - SOM - Somerton,TO0038271,Inbound Pallets (Lifts): 5
Chemist Warehouse DC - SOM - Somerton,Chemist Warehouse - WA1 - South Guildford,Inbound,TO0038274,TO,,TO,Task 3,MDB-24-BPPP-D332,Completed,11/03/2024 5:30,Cameron,Chemist Warehouse DC - SOM - Somerton,TO0038274,Inbound Pallets (Lifts): 2
Chemist Warehouse DC - SOM - Somerton,Chemist Warehouse - WA1 - South Guildford,Inbound,TO0038290,TO,,TO,Task 4,MDB-24-BPPP-D332,Completed,11/03/2024 5:30,Cameron,Chemist Warehouse DC - SOM - Somerton,TO0038290,Inbound Pallets (Lifts): 1
Chemist Warehouse DC - SOM - Somerton,Chemist Warehouse - WA1 - South Guildford,Inbound,TO0038291,TO,,TO,Task 5,MDB-24-BPPP-D332,Completed,11/03/2024 5:30,Cameron,Chemist Warehouse DC - SOM - Somerton,TO0038291,Inbound Pallets (Lifts): 1
Luxasia Oceania Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6814887,PO,,PO,Task 1,MDB-24-59G0-2436,Cancelled,,DHL SUPPLY CHAIN,Luxasia Oceania Pty Ltd,PO6814887,Inbound Pallets (Lifts): 3
Luxasia Oceania Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6814214,PO,,PO,Task 2,MDB-24-59G0-2436,Cancelled,,DHL SUPPLY CHAIN,Luxasia Oceania Pty Ltd,PO6814214,Inbound Pallets (Lifts): 1
A2 Infant Nutrition Australia Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6871832,PO,,PO,Task 1,MDB-24-ZP04-93LY,Completed,11/03/2024 8:00,Mainfreight,A2 Infant Nutrition Australia Pty Ltd,PO6871832,Inbound Pallets (Lifts): 1
A2 Infant Nutrition Australia Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,EDI71556_PO6871832,ASN,,ASN,Task 2,MDB-24-ZP04-93LY,Completed,11/03/2024 8:00,Mainfreight,A2 Infant Nutrition Australia Pty Ltd,EDI71556_PO6871832,ASN: 1
The a2 Milk Company Australia ,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6830340,PO,,PO,Task 3,MDB-24-ZP04-93LY,Completed,11/03/2024 8:00,Mainfreight,The a2 Milk Company Australia ,PO6830340,Inbound Pallets (Lifts): 2
Revlon Australia Pty Limited,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6824255,PO,,PO,Task 4,MDB-24-ZP04-93LY,Completed,11/03/2024 8:00,Mainfreight,Revlon Australia Pty Limited,PO6824255,Inbound Pallets (Lifts): 5
The a2 Milk Company Australia ,Chemist Warehouse - WA1 - South Guildford,Inbound,EDI71063_PO6830340,ASN,,ASN,Task 5,MDB-24-ZP04-93LY,Completed,11/03/2024 8:00,Mainfreight,The a2 Milk Company Australia ,EDI71063_PO6830340,ASN: 1
Bellamy�s Organic Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6865807,PO,,PO,Task 6,MDB-24-ZP04-93LY,Completed,11/03/2024 8:00,Mainfreight,Bellamy�s Organic Pty Ltd,PO6865807,Inbound Pallets (Lifts): 1
BSPS Australia (Ecopure),Chemist Warehouse - WA1 - South Guildford,Inbound,PO6848015,PO,,PO,Task 7,MDB-24-ZP04-93LY,Completed,11/03/2024 8:00,Mainfreight,BSPS Australia (Ecopure),PO6848015,Inbound Pallets (Lifts): 1
Body Science International Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6865290,PO,,PO,Task 8,MDB-24-ZP04-93LY,Completed,11/03/2024 8:00,Mainfreight,Body Science International Pty Ltd,PO6865290,Inbound Pallets (Lifts): 1
Body Science International Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6863521,PO,,PO,Task 9,MDB-24-ZP04-93LY,Completed,11/03/2024 8:00,Mainfreight,Body Science International Pty Ltd,PO6863521,Inbound Pallets (Lifts): 1
BSPS Australia (Ecopure),Chemist Warehouse - WA1 - South Guildford,Inbound,8200019525_PO6848015,ASN,,ASN,Task 10,MDB-24-ZP04-93LY,Completed,11/03/2024 8:00,Mainfreight,BSPS Australia (Ecopure),8200019525_PO6848015,ASN: 1
Body Science International Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,475030_PO6863521,ASN,,ASN,Task 11,MDB-24-ZP04-93LY,Completed,11/03/2024 8:00,Mainfreight,Body Science International Pty Ltd,475030_PO6863521,ASN: 1
Body Science International Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,475082_PO6865290,ASN,,ASN,Task 12,MDB-24-ZP04-93LY,Completed,11/03/2024 8:00,Mainfreight,Body Science International Pty Ltd,475082_PO6865290,ASN: 1
The a2 Milk Company Australia ,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6871836,PO,,PO,Task 13,MDB-24-ZP04-93LY,Completed,11/03/2024 8:00,Mainfreight,The a2 Milk Company Australia ,PO6871836,Inbound Pallets (Lifts): 1
The a2 Milk Company Australia ,Chemist Warehouse - WA1 - South Guildford,Inbound,EDI71554_PO6871836,ASN,,ASN,Task 14,MDB-24-ZP04-93LY,Completed,11/03/2024 8:00,Mainfreight,The a2 Milk Company Australia ,EDI71554_PO6871836,ASN: 1
Hismile Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6833289,PO,,PO,Task 15,MDB-24-ZP04-93LY,Completed,11/03/2024 8:00,Mainfreight,Hismile Pty Ltd,PO6833289,Inbound Pallets (Lifts): 2
Zuru Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6747572,PO,,PO,Task 16,MDB-24-ZP04-93LY,Completed,11/03/2024 8:00,Mainfreight,Zuru Pty Ltd,PO6747572,Inbound Pallets (Lifts): 3
Hismile Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,0HS-29697_PO6833289,ASN,,ASN,Task 17,MDB-24-ZP04-93LY,Completed,11/03/2024 8:00,Mainfreight,Hismile Pty Ltd,0HS-29697_PO6833289,ASN: 1
Zuru Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,1_PO6747572,ASN,,ASN,Task 18,MDB-24-ZP04-93LY,Completed,11/03/2024 8:00,Mainfreight,Zuru Pty Ltd,1_PO6747572,ASN: 1
Finesse International Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6891206,PO,,PO,Task 1,MDB-24-5V63-465Z,Completed,11/03/2024 9:30,Direct freight Express,Finesse International Pty Ltd,PO6891206,Inbound Cartons (Lifts): 2
Finesse International Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,ASN240305092030_PO6891206,ASN,,ASN,Task 2,MDB-24-5V63-465Z,Completed,11/03/2024 9:30,Direct freight Express,Finesse International Pty Ltd,ASN240305092030_PO6891206,ASN: 1
